"recorded_date","daily_vaccinations_raw","daily_vaccinations","iso_country"
2021-10-06,29582,23004,"CH"
2021-10-06,312875,325191,"TR"
2021-10-06,33277,36524,"TN"
2021-10-06,335452,269365,"AU"
2021-10-06,38109,23222,"ET"
2021-10-06,3950,3261,"MK"
2021-10-06,4063,5027,"QA"
2021-10-06,41716,23519,"BE"
2021-10-06,4365,5226,"GY"
2021-10-06,454,142,"CW"
2021-10-06,45735,62879,"IL"
2021-10-06,45948,50795,"AZ"
2021-10-06,46458,38787,"EC"
2021-10-06,47154,43198,"AE"
2021-10-06,4836,10760,"LB"
2021-10-06,5118,12703,"PA"
2021-10-06,53698,44406,"SV"
2021-10-06,5397701,6262069,"IN"
2021-10-06,54,15,"GI"
2021-10-06,546534,591570,"KR"
2021-10-06,54829,39781,"KE"
2021-10-06,55996,52725,"RO"
2021-10-06,584,36669,"KH"
2021-10-06,58526,58678,"LK"
2021-10-06,59103,80331,"ES"
2021-10-06,59376,132769,"NP"
2021-10-06,599974,614697,"BD"
2021-10-06,612068,463320,"PH"
2021-10-06,6551,6506,"AL"
2021-10-06,66444,61042,"KZ"
2021-10-06,6826,5721,"LT"
2021-10-06,695247,311000,"RU"
2021-10-06,7043,6937,"BH"
2021-10-06,70826,51927,"NZ"
2021-10-06,711,664,"MN"
2021-10-06,715,1003,"LU"
2021-10-06,7179,5643,"BG"
2021-10-06,7238,5702,"HR"
2021-10-06,734804,757616,"TH"
2021-10-06,8135,5273,"MW"
2021-10-06,8278,6426,"LV"
2021-10-06,8297,5298,"SI"
2021-10-06,8641,12045,"KS"
2021-10-06,89566,69754,"GT"
2021-10-06,910982,1065004,"JP"
2021-10-06,9446,7702,"KG"
2021-10-06,954000,1065857,"CN"
2021-10-06,9899,5855,"DK"
2021-10-07,100488,64261,"LK"
2021-10-07,10742,11306,"KS"
2021-10-07,111,28,"GI"
2021-10-07,11463,11754,"PA"
2021-10-07,11502,7786,"KG"
2021-10-07,1181000,873000,"CN"
2021-10-07,120817,49920,"KE"
2021-10-07,1227947,1322763,"ID"
2021-10-07,123,27,"LI"
2021-10-07,127685,97505,"UA"
2021-10-07,12824,5919,"SI"
2021-10-07,1288,1331,"BB"
2021-10-07,13950,15610,"HK"
2021-10-07,155136,120216,"CL"
2021-10-07,157328,147400,"FR"
2021-10-07,160722,153455,"IT"
2021-10-07,16101,11292,"IE"
2021-10-07,16284,7867,"NO"
2021-10-07,16956,17369,"GR"
2021-10-07,1695770,512863,"RU"
2021-10-07,17192,18681,"BO"
2021-10-07,1763479,1375732,"BR"
2021-10-07,185539,141307,"SA"
2021-10-07,1905,1837,"EE"
2021-10-07,20125,24377,"SG"
2021-10-07,205,148,"AW"
2021-10-07,205299,226934,"MY"
2021-10-07,211835,124079,"DE"
2021-10-07,2191,1621,"SR"
2021-10-07,22561,16347,"UY"
2021-10-07,232710,170899,"UZ"
2021-10-07,235965,151372,"CU"
2021-10-07,23753,22601,"RS"
2021-10-07,239314,214456,"GB"
2021-10-07,24381,18355,"AT"
2021-10-07,25034,17237,"PS"
2021-10-07,252833,239325,"AR"
2021-10-07,270148,350489,"PE"
2021-10-07,27253,22894,"CH"
2021-10-07,27924,20972,"ET"
2021-10-07,28053,24109,"ZW"
2021-10-07,283112,311242,"TR"
2021-10-07,29039,21823,"DO"
2021-10-07,29206,54689,"KZ"
2021-10-07,30239,36334,"TN"
2021-10-07,309660,228281,"CO"
2021-10-07,323146,237243,"TW"
2021-10-07,330622,267996,"AU"
2021-10-07,35919,12957,"LB"
2021-10-07,3633,4978,"GY"
2021-10-07,3646908,5821224,"IN"
2021-10-07,42351,36915,"EC"
2021-10-07,44318,44620,"AE"
2021-10-07,44853,55130,"IL"
2021-10-07,46325,25952,"BE"
2021-10-07,4695,5121,"QA"
2021-10-07,534697,474917,"PH"
2021-10-07,53607,78034,"ES"
2021-10-07,546,586,"MN"
2021-10-07,5514,3632,"MD"
2021-10-07,55336,43852,"SV"
2021-10-07,560805,599509,"BD"
2021-10-07,57158,99594,"NP"
2021-10-07,5891,6087,"AL"
2021-10-07,62907,52879,"RO"
2021-10-07,730805,753242,"TH"
2021-10-07,746637,571953,"KR"
2021-10-07,7556,6200,"DK"
2021-10-07,7585,5264,"JM"
2021-10-07,7630,6343,"LV"
2021-10-07,765791,589964,"MX"
2021-10-07,7709,5472,"BG"
2021-10-07,7895,5551,"LT"
2021-10-07,8017,5594,"HR"
2021-10-07,8221,5339,"MW"
2021-10-07,8263,6881,"TT"
2021-10-07,82983,57121,"NZ"
2021-10-07,844,25064,"KH"
2021-10-07,845,914,"LU"
2021-10-07,852,506,"LC"
2021-10-07,86272,85225,"CA"
2021-10-07,86442,71563,"GT"
2021-10-07,9018,7086,"BH"
2021-10-07,933807,1038292,"JP"
2021-10-07,988535,888295,"US"
2021-10-07,9978,8002,"CZ"
2021-10-08,10447,8294,"KG"
2021-10-08,108573,70504,"LK"
2021-10-08,10868,6638,"LV"
2021-10-08,11082,13057,"PA"
2021-10-08,1123205,867085,"US"
2021-10-08,1143388,578604,"KR"
2021-10-08,12013,10903,"KS"
2021-10-08,1263000,945714,"CN"
2021-10-08,1289,1243,"BB"
2021-10-08,1362,828,"LU"
2021-10-08,13996,13569,"LB"
2021-10-08,14103,8157,"CZ"
2021-10-08,143,143,"AW"
2021-10-08,145029,114836,"CL"
2021-10-08,146,46,"GI"
2021-10-08,148735,100457,"UA"
2021-10-08,15368,15578,"HK"
2021-10-08,15720,6810,"ZM"
2021-10-08,1695818,1330838,"BR"
2021-10-08,1724,1551,"SR"
2021-10-08,172621,152876,"IT"
2021-10-08,17447,17840,"PS"
2021-10-08,182857,131956,"DE"
2021-10-08,184754,217716,"MY"
2021-10-08,19508,18544,"BO"
2021-10-08,20292,17123,"GR"
2021-10-08,20407,22245,"ET"
2021-10-08,209592,339539,"PE"
2021-10-08,218605,146608,"FR"
2021-10-08,2202,1830,"EE"
2021-10-08,226767,492605,"RU"
2021-10-08,2333,1889,"ME"
2021-10-08,234681,215642,"GB"
2021-10-08,2444,16747,"JO"
2021-10-08,24861,50768,"IL"
2021-10-08,24960,16966,"UY"
2021-10-08,26297,21699,"DO"
2021-10-08,27,27,"LI"
2021-10-08,273323,234416,"AR"
2021-10-08,2800615,1477231,"ID"
2021-10-08,2813,4613,"GY"
2021-10-08,28150,24466,"SG"
2021-10-08,285625,219586,"CO"
2021-10-08,28923,24053,"ZW"
2021-10-08,314901,174696,"CU"
2021-10-08,32764,19536,"AT"
2021-10-08,330414,268627,"AU"
2021-10-08,34069,23085,"CH"
2021-10-08,345874,230038,"TW"
2021-10-08,363453,301717,"TR"
2021-10-08,37094,37124,"TN"
2021-10-08,39749,27437,"BE"
2021-10-08,411,453,"LC"
2021-10-08,4204,3538,"MD"
2021-10-08,43941,84389,"NP"
2021-10-08,44389,41092,"AE"
2021-10-08,5608,5784,"AL"
2021-10-08,5741,7264,"BH"
2021-10-08,6131,4962,"QA"
2021-10-08,62602,25452,"KH"
2021-10-08,67415,53667,"RO"
2021-10-08,6762,5196,"MW"
2021-10-08,7203,5493,"BG"
2021-10-08,7335,5126,"JM"
2021-10-08,7866,7020,"TT"
2021-10-08,801652,662205,"MX"
2021-10-08,8045908,6002255,"IN"
2021-10-08,8328,26714,"EC"
2021-10-08,8433,5501,"LT"
2021-10-08,86376,62612,"NZ"
2021-10-08,87538,55856,"KZ"
2021-10-08,911648,774704,"TH"
2021-10-08,93037,146843,"SA"
2021-10-08,94919,73686,"GT"
2021-10-08,9590,11658,"IE"
2021-10-08,98330,85805,"CA"
2021-10-08,9843,7856,"NO"
2021-10-08,9958,6374,"SI"
2021-10-09,0,27,"LI"
2021-10-09,1,143,"AW"
2021-10-09,1007764,1324559,"BR"
2021-10-09,1010072,810226,"TH"
2021-10-09,10154,48310,"IL"
2021-10-09,1033,1205,"BB"
2021-10-09,10460,14271,"PA"
2021-10-09,11168,6322,"MW"
2021-10-09,114899,519216,"KR"
2021-10-09,1190,5507,"LT"
2021-10-09,12156,10618,"KS"
2021-10-09,1217,1719,"MT"
2021-10-09,125358,144747,"FR"
2021-10-09,1302000,1023857,"CN"
2021-10-09,13586,19751,"AT"
2021-10-09,143765,152897,"SA"
2021-10-09,148133,80421,"LK"
2021-10-09,148239,152577,"IT"
2021-10-09,15,48,"GI"
2021-10-09,151886,207414,"MY"
2021-10-09,1534,13625,"LB"
2021-10-09,15812,23474,"ZW"
2021-10-09,159945,211530,"AR"
2021-10-09,160624,41782,"KH"
2021-10-09,1718,6470,"SI"
2021-10-09,174230,467668,"RU"
2021-10-09,17868,22620,"DO"
2021-10-09,187589,295059,"TR"
2021-10-09,1923,1799,"ME"
2021-10-09,2026,1811,"EE"
2021-10-09,2029644,1556985,"ID"
2021-10-09,20446,23481,"CH"
2021-10-09,208823,194166,"CU"
2021-10-09,21018,16644,"GR"
2021-10-09,2335,5500,"BG"
2021-10-09,235638,272193,"AU"
2021-10-09,2480,20859,"ET"
2021-10-09,250635,235052,"CO"
2021-10-09,25789,24308,"SG"
2021-10-09,266,7829,"NO"
2021-10-09,28315,27283,"BE"
2021-10-09,2849,3651,"MD"
2021-10-09,2977,8245,"CZ"
2021-10-09,31358,19155,"JO"
2021-10-09,315681,223608,"GB"
2021-10-09,3224,8457,"KG"
2021-10-09,3744,114166,"CL"
2021-10-09,375585,311229,"PE"
2021-10-09,39890,39851,"AZ"
2021-10-09,41213,133236,"DE"
2021-10-09,4323,18641,"BO"
2021-10-09,44771,42126,"AE"
2021-10-09,45014,74014,"GT"
2021-10-09,48890,38325,"TN"
2021-10-09,52768,54679,"RO"
2021-10-09,528,149,"CW"
2021-10-09,529133,853941,"US"
2021-10-09,57398,53855,"KZ"
2021-10-09,5759,5616,"AL"
2021-10-09,5992,5514,"QA"
2021-10-09,608818,706898,"MX"
2021-10-09,6225,7254,"BH"
2021-10-09,63777,86297,"CA"
2021-10-09,66053,102323,"UA"
2021-10-09,6676,5880,"ZM"
2021-10-09,6722,11846,"IE"
2021-10-09,69,12350,"HK"
2021-10-09,724,16957,"UY"
2021-10-09,741,1625,"SR"
2021-10-09,7814151,6004235,"IN"
2021-10-09,8031,7116,"LV"
2021-10-09,82282,67162,"NZ"
2021-10-09,883,26127,"EC"
2021-10-09,886,834,"MV"
2021-10-09,90993,75904,"NP"
2021-10-09,9144,7426,"TT"
2021-10-09,979,843,"LU"
2021-10-09,986,482,"LC"
2021-10-10,0,27,"LI"
2021-10-10,1039,1610,"MT"
2021-10-10,106623,204660,"CU"
2021-10-10,1117000,1079143,"CN"
2021-10-10,1127,16749,"GR"
2021-10-10,113,7842,"NO"
2021-10-10,1156,27285,"BE"
2021-10-10,118549,90619,"LK"
2021-10-10,1202,1887,"EE"
2021-10-10,12092,8084,"GE"
2021-10-10,1219,5607,"BG"
2021-10-10,121977,232138,"CO"
2021-10-10,135033,223588,"GB"
2021-10-10,135057,289517,"TR"
2021-10-10,137293,195826,"MY"
2021-10-10,1429314,1607825,"ID"
2021-10-10,14582,144223,"FR"
2021-10-10,14905,10249,"KS"
2021-10-10,160655,206411,"AR"
2021-10-10,165605,276117,"AU"
2021-10-10,17328,133727,"DE"
2021-10-10,1754,8300,"CZ"
2021-10-10,185,155,"AW"
2021-10-10,18559,13179,"HK"
2021-10-10,189734,64264,"KH"
2021-10-10,202225,477201,"RU"
2021-10-10,20882,516909,"KR"
2021-10-10,2281,19752,"AT"
2021-10-10,230852,734431,"TH"
2021-10-10,241306,276743,"PE"
2021-10-10,25314,40380,"AE"
2021-10-10,254,6500,"SI"
2021-10-10,2628,18459,"BO"
2021-10-10,2778,1855,"SR"
2021-10-10,279885,168532,"SA"
2021-10-10,281,16936,"UY"
2021-10-10,29894,39783,"IL"
2021-10-10,309156,846430,"US"
2021-10-10,31101,25629,"SG"
2021-10-10,31948,73888,"GT"
2021-10-10,3273,23462,"CH"
2021-10-10,3295,3993,"MD"
2021-10-10,33833,37120,"AZ"
2021-10-10,3452,7314,"LV"
2021-10-10,35417,59739,"RO"
2021-10-10,38193,53151,"KZ"
2021-10-10,39060,103057,"UA"
2021-10-10,399,114087,"CL"
2021-10-10,40832,39361,"TN"
2021-10-10,423652,705920,"MX"
2021-10-10,42385,69331,"NZ"
2021-10-10,460,5510,"LT"
2021-10-10,4621,6714,"MW"
2021-10-10,4697,7631,"TT"
2021-10-10,5,13,"IM"
2021-10-10,5075,19844,"ET"
2021-10-10,51720,86597,"CA"
2021-10-10,5279,7248,"PA"
2021-10-10,53,156,"CW"
2021-10-10,5566,13055,"LB"
2021-10-10,6,836,"LU"
2021-10-10,616,5239,"HR"
2021-10-10,625569,1359657,"BR"
2021-10-10,6334,6030,"QA"
2021-10-10,6893,8929,"KG"
2021-10-10,705,1741,"ME"
2021-10-10,763,26006,"EC"
2021-10-10,78927,83406,"NP"
2021-10-10,790,1173,"BB"
2021-10-10,8074,12096,"IE"
2021-10-10,8105914,6426337,"IN"
2021-10-10,85184,152462,"IT"
2021-10-10,859,846,"MV"
2021-10-10,8649,23312,"DO"
2021-10-10,8923,7569,"BH"
2021-10-10,910415,486450,"BD"
2021-10-10,9206,22539,"ZW"
2021-10-11,0,24,"LI"
2021-10-11,1015208,1347332,"BR"
2021-10-11,10637,8674,"NO"
2021-10-11,1068915,991194,"JP"
2021-10-11,10836,9045,"KG"
2021-10-11,123230,106328,"UA"
2021-10-11,127532,84403,"NP"
2021-10-11,12756,12131,"IE"
2021-10-11,129,87,"FO"
2021-10-11,1301,1182,"BB"
2021-10-11,13284,22633,"ZW"
2021-10-11,135233,203961,"AR"
2021-10-11,14044,19859,"AT"
2021-10-11,141841,143352,"FR"
2021-10-11,1421000,1157429,"CN"
2021-10-11,1502,89884,"CL"
2021-10-11,15443,12855,"HK"
2021-10-11,1616,1872,"EE"
2021-10-11,166570,209682,"CU"
2021-10-11,17494,16415,"GR"
2021-10-11,177340,221653,"GB"
2021-10-11,179349,264548,"PE"
2021-10-11,179503,489712,"RU"
2021-10-11,182949,153566,"IT"
2021-10-11,196551,190065,"MY"
2021-10-11,1968,1633,"MT"
2021-10-11,20145,28145,"BE"
2021-10-11,20287,18641,"ET"
2021-10-11,2143,6905,"MW"
2021-10-11,218303,1528423,"ID"
2021-10-11,22145,15706,"BO"
2021-10-11,227123,676866,"MX"
2021-10-11,2366,10653,"LB"
2021-10-11,237099,179243,"SA"
2021-10-11,24407,33430,"IL"
2021-10-11,2485,1993,"ME"
2021-10-11,25473,23519,"CH"
2021-10-11,25697,53109,"KZ"
2021-10-11,260259,520366,"KR"
2021-10-11,2607,7656,"TT"
2021-10-11,26427,75428,"CA"
2021-10-11,301495,103232,"KH"
2021-10-11,306217,274424,"TR"
2021-10-11,307941,255790,"CO"
2021-10-11,312260,294264,"AU"
2021-10-11,33572,37515,"TN"
2021-10-11,34033,26633,"SG"
2021-10-11,3768263,6261109,"IN"
2021-10-11,393099,469703,"PH"
2021-10-11,42817,26568,"EC"
2021-10-11,43755,94403,"LK"
2021-10-11,4419,2469,"CY"
2021-10-11,4432,5442,"HR"
2021-10-11,47306,39549,"SV"
2021-10-11,49311,27105,"DO"
2021-10-11,511,37041,"AZ"
2021-10-11,51548,55217,"RO"
2021-10-11,5165,5459,"BG"
2021-10-11,548,517,"MN"
2021-10-11,5546,6589,"SI"
2021-10-11,5735,6716,"DK"
2021-10-11,607923,489091,"BD"
2021-10-11,6186,7608,"PA"
2021-10-11,6255,5372,"LT"
2021-10-11,688481,724011,"TH"
2021-10-11,69745,71257,"NZ"
2021-10-11,7137,14379,"UY"
2021-10-11,7273,7905,"GE"
2021-10-11,7504,1817,"SZ"
2021-10-11,77944,73588,"GT"
2021-10-11,83,773,"LU"
2021-10-11,840553,828705,"US"
2021-10-11,8943,7651,"BH"
2021-10-11,9140,7807,"LV"
2021-10-11,9292,8264,"CZ"
2021-10-11,949560,1179945,"VN"
2021-10-11,96016,133772,"DE"
2021-10-11,9805,11007,"KS"
2021-10-11,988,841,"MV"
2021-10-12,0,46579,"RO"
2021-10-12,1101626,1167959,"VN"
2021-10-12,111549,80181,"CA"
2021-10-12,11307,11367,"KS"
2021-10-12,11366,9102,"KG"
2021-10-12,11582,12654,"UY"
2021-10-12,1173,879,"MV"
2021-10-12,1180399,942699,"JP"
2021-10-12,11857,8465,"LV"
2021-10-12,119385,470447,"RU"
2021-10-12,12004,9049,"NO"
2021-10-12,1356,1199,"BB"
2021-10-12,1415000,1236143,"CN"
2021-10-12,14917,11991,"IE"
2021-10-12,152703,111395,"UA"
2021-10-12,155706,142944,"FR"
2021-10-12,16374,16000,"GR"
2021-10-12,17668,19999,"ZW"
2021-10-12,179669,133352,"DE"
2021-10-12,1803,828,"LU"
2021-10-12,1838899,1596048,"ID"
2021-10-12,189449,156907,"IT"
2021-10-12,1956,1844,"EE"
2021-10-12,19627,19130,"ET"
2021-10-12,199465,186414,"SA"
2021-10-12,2080,1673,"MT"
2021-10-12,214236,96339,"CL"
2021-10-12,217517,187573,"MY"
2021-10-12,22199,19630,"AT"
2021-10-12,22239,28878,"IL"
2021-10-12,227111,221809,"GB"
2021-10-12,2397,2525,"CY"
2021-10-12,240507,256697,"PE"
2021-10-12,248510,217256,"CU"
2021-10-12,256500,210863,"TW"
2021-10-12,25929,23718,"CH"
2021-10-12,274468,266110,"TR"
2021-10-12,292695,260840,"CO"
2021-10-12,29369,27168,"SG"
2021-10-12,30514,16793,"BO"
2021-10-12,324159,148577,"KH"
2021-10-12,336239,292319,"AU"
2021-10-12,35327,30390,"BE"
2021-10-12,35425,37047,"TN"
2021-10-12,37140,35598,"SV"
2021-10-12,396266,1181244,"BR"
2021-10-12,39810,34504,"AZ"
2021-10-12,409365,385315,"PH"
2021-10-12,46,41,"GL"
2021-10-12,46559,26880,"EC"
2021-10-12,480836,478782,"BD"
2021-10-12,5280,6619,"MW"
2021-10-12,540197,617535,"MX"
2021-10-12,55248,30753,"DO"
2021-10-12,5747,5181,"HR"
2021-10-12,5782,5263,"LT"
2021-10-12,602,502,"MN"
2021-10-12,6173,6396,"SI"
2021-10-12,6431534,6172911,"IN"
2021-10-12,6476,10099,"LB"
2021-10-12,6634,5556,"AL"
2021-10-12,664,142,"GI"
2021-10-12,67110,53084,"KZ"
2021-10-12,69824,75393,"NP"
2021-10-12,707493,505727,"KR"
2021-10-12,73490,72584,"NZ"
2021-10-12,74,35,"LI"
2021-10-12,7498,7627,"BH"
2021-10-12,7669,5497,"BG"
2021-10-12,7913,7277,"TT"
2021-10-12,7945,6453,"ZM"
2021-10-12,805146,730258,"TH"
2021-10-12,81352,72455,"GT"
2021-10-12,8512,12067,"HK"
2021-10-12,908329,815908,"US"
2021-10-12,954000,830016,"PK"
2021-10-12,95525,96221,"LK"
2021-10-12,9660,8303,"CZ"
2021-10-12,9697,6905,"DK"
2021-10-13,1085,880,"LU"
2021-10-13,11188,8422,"CZ"
2021-10-13,1126342,1171738,"VN"
2021-10-13,118645,55529,"RO"
2021-10-13,1230,1184,"BB"
2021-10-13,12386,15455,"ET"
2021-10-13,12530,8811,"NO"
2021-10-13,14033,14049,"JO"
2021-10-13,1423000,1303143,"CN"
2021-10-13,14355,9333,"LV"
2021-10-13,15,4,"IM"
2021-10-13,15148,15487,"GR"
2021-10-13,15559,18358,"ZW"
2021-10-13,16327,12070,"IE"
2021-10-13,164387,117408,"UA"
2021-10-13,1657,1795,"EE"
2021-10-13,167540,186619,"SA"
2021-10-13,176687,141444,"FR"
2021-10-13,19302,12364,"UY"
2021-10-13,19409,25117,"IL"
2021-10-13,1948,1694,"MT"
2021-10-13,201,123,"AW"
2021-10-13,205026,163456,"IT"
2021-10-13,206479,133628,"DE"
2021-10-13,21,35,"LI"
2021-10-13,216,10302,"HK"
2021-10-13,217982,187326,"MY"
2021-10-13,2250,1607,"SR"
2021-10-13,225348,106485,"CL"
2021-10-13,2275,67236,"NP"
2021-10-13,227616,249158,"PE"
2021-10-13,230815,216030,"CU"
2021-10-13,2328841,1696223,"ID"
2021-10-13,242206,256015,"TR"
2021-10-13,25270,27691,"SG"
2021-10-13,2626,2395,"GY"
2021-10-13,269374,221184,"TW"
2021-10-13,27281,19505,"AT"
2021-10-13,273573,263158,"CO"
2021-10-13,285711,189310,"KH"
2021-10-13,29944,18036,"BO"
2021-10-13,30384,32268,"SV"
2021-10-13,318459,289891,"AU"
2021-10-13,32868,24187,"CH"
2021-10-13,365653,423362,"RU"
2021-10-13,38526,37797,"TN"
2021-10-13,4170,3529,"MD"
2021-10-13,4225,4616,"QA"
2021-10-13,43815,30690,"BE"
2021-10-13,44181,26555,"EC"
2021-10-13,444078,456511,"BD"
2021-10-13,4564718,6053914,"IN"
2021-10-13,460748,363698,"PH"
2021-10-13,46720,16082,"LB"
2021-10-13,469529,494727,"KR"
2021-10-13,489,204,"GI"
2021-10-13,495,514,"LC"
2021-10-13,530030,265599,"GB"
2021-10-13,5365,6391,"JM"
2021-10-13,5548,5264,"BG"
2021-10-13,5685,6023,"SI"
2021-10-13,57128,16571,"GN"
2021-10-13,60050,39067,"ES"
2021-10-13,6007,5146,"LT"
2021-10-13,6144,5025,"HR"
2021-10-13,6147,5498,"AL"
2021-10-13,61965,35482,"DO"
2021-10-13,6425,6702,"TT"
2021-10-13,65,41,"GL"
2021-10-13,69413,72382,"NZ"
2021-10-13,70953,53728,"KZ"
2021-10-13,71289,69844,"GT"
2021-10-13,7192,7649,"BH"
2021-10-13,740956,918410,"JP"
2021-10-13,787,513,"MN"
2021-10-13,7952,11269,"KS"
2021-10-13,8247,41581,"PL"
2021-10-13,8535,7136,"ZM"
2021-10-13,854,846,"MV"
2021-10-13,865371,1052782,"BR"
2021-10-13,87739,100395,"LK"
2021-10-13,885533,797778,"US"
2021-10-13,8877,9021,"KG"
2021-10-13,90478,75508,"CA"
2021-10-13,962558,762795,"TH"
2021-10-13,9807,6892,"DK"
2021-10-14,0,46542,"RO"
2021-10-14,100032,77473,"CA"
2021-10-14,102,46,"GL"
2021-10-14,1032,1442,"SR"
2021-10-14,10738,7818,"GE"
2021-10-14,11367,9933,"HK"
2021-10-14,12259,8748,"CZ"
2021-10-14,1252,939,"LU"
2021-10-14,12739,9197,"KG"
2021-10-14,13230,14955,"GR"
2021-10-14,13916,13342,"JO"
2021-10-14,13962,11764,"IE"
2021-10-14,14098,10257,"LV"
2021-10-14,1421,966,"MV"
2021-10-14,14733,13056,"LB"
2021-10-14,15,6,"IM"
2021-10-14,151586,140624,"FR"
2021-10-14,1546147,1198818,"VN"
2021-10-14,154799,182227,"SA"
2021-10-14,1579,1515,"ME"
2021-10-14,1774,1690,"MT"
2021-10-14,18194,8164,"PA"
2021-10-14,1830000,1395857,"CN"
2021-10-14,189240,208143,"RU"
2021-10-14,195563,112260,"CL"
2021-10-14,1974,1805,"EE"
2021-10-14,208545,133158,"DE"
2021-10-14,216802,188969,"MY"
2021-10-14,225071,242718,"PE"
2021-10-14,225204,172667,"IT"
2021-10-14,22658,12378,"UY"
2021-10-14,23007,21996,"IL"
2021-10-14,2335619,1134516,"BR"
2021-10-14,234957,249135,"TR"
2021-10-14,23568,28183,"SG"
2021-10-14,24122,14912,"ET"
2021-10-14,2457704,5884027,"IN"
2021-10-14,24630,17869,"ZW"
2021-10-14,253194,225360,"KH"
2021-10-14,255399,255406,"CO"
2021-10-14,259292,212062,"TW"
2021-10-14,26291,19778,"AT"
2021-10-14,2633460,1897011,"ID"
2021-10-14,27737,19240,"GN"
2021-10-14,29,22,"LI"
2021-10-14,29234,24470,"CH"
2021-10-14,292547,224113,"CU"
2021-10-14,310497,275768,"GB"
2021-10-14,312722,287334,"AU"
2021-10-14,34462,29286,"SV"
2021-10-14,34897,104152,"UA"
2021-10-14,3491,3240,"MD"
2021-10-14,35187,31898,"AE"
2021-10-14,361598,189740,"AR"
2021-10-14,395044,432831,"BD"
2021-10-14,40348,29836,"BE"
2021-10-14,40843,39312,"TN"
2021-10-14,425,249,"GI"
2021-10-14,43478,21791,"BO"
2021-10-14,4423,4577,"QA"
2021-10-14,462452,172166,"UZ"
2021-10-14,47416,27278,"EC"
2021-10-14,4784,59754,"NP"
2021-10-14,5031,6240,"TT"
2021-10-14,513993,461492,"KR"
2021-10-14,545360,365221,"PH"
2021-10-14,5673,6118,"JM"
2021-10-14,583994,741822,"TH"
2021-10-14,588,519,"MN"
2021-10-14,62444,40330,"ES"
2021-10-14,63018,66498,"GT"
2021-10-14,633389,875493,"JP"
2021-10-14,68372,70295,"NZ"
2021-10-14,71055,59706,"KZ"
2021-10-14,7156,10756,"KS"
2021-10-14,71678,41574,"DO"
2021-10-14,7246,7395,"BH"
2021-10-14,7293,5060,"LT"
2021-10-14,73558,96547,"LK"
2021-10-14,7359,6864,"DK"
2021-10-14,7507,4952,"HR"
2021-10-14,7674,7581,"NO"
2021-10-14,8058,5314,"BG"
2021-10-14,8198,5362,"SI"
2021-10-14,86,106,"AW"
2021-10-14,8824,7861,"ZM"
2021-10-14,893885,784256,"US"
2021-10-15,101168,77879,"CA"
2021-10-15,1029717,770901,"US"
2021-10-15,1034549,759379,"TH"
2021-10-15,113,101,"AW"
2021-10-15,11434,12690,"LB"
2021-10-15,11449,9341,"KG"
2021-10-15,11825,12083,"IE"
2021-10-15,12287,20200,"IL"
2021-10-15,141148,57075,"RO"
2021-10-15,1434,949,"LU"
2021-10-15,148438,104110,"UA"
2021-10-15,15095,8889,"CZ"
2021-10-15,16109,14357,"GR"
2021-10-15,16471,16090,"ZW"
2021-10-15,171677,131561,"DE"
2021-10-15,173824,116374,"CL"
2021-10-15,17706,11234,"LV"
2021-10-15,1773,13247,"JO"
2021-10-15,18285,11424,"UY"
2021-10-15,1848,1446,"ME"
2021-10-15,185894,189132,"MY"
2021-10-15,18600,9238,"PA"
2021-10-15,1878000,1483714,"CN"
2021-10-15,19493,10523,"HK"
2021-10-15,200743,112118,"RW"
2021-10-15,20516,36943,"TN"
2021-10-15,2087323,1190446,"BR"
2021-10-15,2091,1731,"MT"
2021-10-15,210346,246466,"KH"
2021-10-15,21158,15019,"ET"
2021-10-15,2130966,1801347,"ID"
2021-10-15,213544,245109,"CO"
2021-10-15,213578,139905,"FR"
2021-10-15,219476,179361,"IT"
2021-10-15,233293,187810,"UZ"
2021-10-15,2405,1834,"EE"
2021-10-15,241180,213581,"CU"
2021-10-15,241484,247274,"PE"
2021-10-15,2656,2429,"MK"
2021-10-15,2801396,5134811,"IN"
2021-10-15,291083,283825,"GB"
2021-10-15,291276,238824,"TR"
2021-10-15,29247,19276,"AT"
2021-10-15,2934,1615,"SR"
2021-10-15,298975,282843,"AU"
2021-10-15,31417,30757,"AZ"
2021-10-15,31708,30087,"AE"
2021-10-15,33590,28957,"BE"
2021-10-15,36036,24751,"CH"
2021-10-15,37025,29451,"SG"
2021-10-15,388787,206235,"AR"
2021-10-15,40,23,"LI"
2021-10-15,408997,221079,"TW"
2021-10-15,4260,7184,"BH"
2021-10-15,42981,25145,"BO"
2021-10-15,461,294,"GI"
2021-10-15,4688,6845,"NO"
2021-10-15,4757,5796,"TT"
2021-10-15,4772,3321,"MD"
2021-10-15,50307,33275,"EC"
2021-10-15,5051,4422,"QA"
2021-10-15,526,541,"MN"
2021-10-15,53444,88672,"LK"
2021-10-15,540022,252894,"RU"
2021-10-15,5907,4783,"SI"
2021-10-15,5990,5078,"HR"
2021-10-15,6418,9957,"KS"
2021-10-15,65,45,"GL"
2021-10-15,66162,56653,"KZ"
2021-10-15,66403,62424,"GT"
2021-10-15,67064,178517,"SA"
2021-10-15,69948,67948,"NZ"
2021-10-15,71189,47987,"DO"
2021-10-15,7299,6140,"MW"
2021-10-15,811734,414113,"KR"
2021-10-15,8228,5031,"LT"
2021-10-15,8420,6273,"JM"
2021-10-15,8629,5518,"BG"
